,grid_interaction,CP_grid_out,CP_grid_in,grid_pout,grid_pin,pv_pout,wind_pout,curtailment,CP_wind,CP_pv,CP_el,CP_bat,el_pin,el_pout,comp_pin,bat_pin,bat_pout,bat_e,h2_storage_pin,h2_storage_pout,H2CP_h2_storage,h2_storage_level,price,MEF_CO2,AEF_CO2,Load,Direct_pipeline_supply,Time
23,0.0,0.0,0.0,0.0,0.0,-0.0,-2717.262185595888,0.0,2717.262185595888,0.0,-2677.775196030064,0.0,2677.775196030064,-47.574686223884385,39.48698956582404,0.0,0.0,0.0,0.0,-132.42531377611562,0.0,610.1852854254471,0.03558864166666667,0.0,0.0,180.0,47.574686223884385,2021-01-01 23:00:00
24,0.0,0.0,0.0,0.0,0.0,-0.0,-4287.019726180979,0.0,4287.019726180979,0.0,-4224.721172845366,0.0,4224.721172845366,-75.05849799471463,62.298553335613136,0.0,0.0,0.0,0.0,-104.94150200528537,0.0,505.2437834201617,0.03498779083333334,0.0,0.0,180.0,75.05849799471463,2021-01-02 00:00:00
25,-14231.66844787775,0.0,14231.66844787775,-14231.66844787775,0.0,-0.0,-2539.7348903709812,-1.8189894035458565e-12,2539.7348903709812,0.0,-16482.09525,0.0,16482.09525,-292.82910342639593,289.30808824873094,0.0,0.0,0.0,112.82910342639593,0.0,-112.82910342639593,618.0728868465576,0.028842533333333337,10536.715970221787,10742.278527285056,180.0,180.0,2021-01-02 01:00:00
26,-14679.5137300785,0.0,14679.5137300785,-14679.5137300785,0.0,-0.0,-2091.8896081702305,-1.8189894035458565e-12,2091.8896081702305,0.0,-16482.09525,0.0,16482.09525,-292.82910342639593,289.30808824873094,0.0,0.0,0.0,112.82910342639593,0.0,-112.82910342639593,730.9019902729535,0.026899475,12193.332127535366,11010.72881857517,180.0,180.0,2021-01-02 02:00:00
27,-14911.028558567346,0.0,14911.028558567346,-14911.028558567346,0.0,-0.0,-1860.3747796813843,-1.8189894035458565e-12,1860.3747796813843,0.0,-16482.09525,0.0,16482.09525,-292.82910342639593,289.30808824873094,0.0,0.0,0.0,112.82910342639593,0.0,-112.82910342639593,843.7310936993495,0.027278198333333337,10147.00591242655,11245.95961964001,180.0,180.0,2021-01-02 03:00:00
28,0.0,0.0,0.0,0.0,0.0,-0.0,-1048.8784989174544,-9.094947017729282e-13,1048.8784989174544,0.0,-1033.6362986755626,0.0,1033.6362986755626,-18.364096676977,15.242200241890908,0.0,0.0,0.0,0.0,-161.63590332302297,0.0,682.0951903763265,0.031083653333333336,0.0,0.0,180.0,18.364096676977027,2021-01-02 04:00:00
29,0.0,0.0,0.0,0.0,0.0,-0.0,-1226.7559214029056,0.0,1226.7559214029056,0.0,-1208.9288237731544,0.0,1208.9288237731544,-21.47843087921848,17.827097629751336,0.0,0.0,0.0,0.0,-158.52156912078152,0.0,523.573621255545,0.03145408583333333,0.0,0.0,180.0,21.47843087921848,2021-01-02 05:00:00
30,-10888.388033868128,0.0,10888.388033868128,-10888.388033868128,0.0,-5883.015304380601,-0.0,-1.8189894035458565e-12,0.0,5883.015304380601,-16482.09525,0.0,16482.09525,-292.82910342639593,289.30808824873094,0.0,0.0,0.0,112.82910342639593,0.0,-112.82910342639593,636.402724681941,0.025999062499999996,8188.9806612374505,8049.40086978756,180.0,180.0,2021-01-02 06:00:00
31,-4825.869962291967,0.0,4825.869962291967,-4825.869962291967,0.0,-10354.347158365601,-0.0,0.0,0.0,10354.347158365601,-14925.207970445717,0.0,14925.207970445717,-265.16866952568535,255.00915021184983,0.0,0.0,0.0,85.16866952568535,0.0,-85.16866952568535,721.5713942076263,0.02994583916666667,2099.470488358923,3460.069025113953,180.0,180.0,2021-01-02 07:00:00
32,0.0,0.0,0.0,0.0,0.0,-13618.560167237001,-219.59134043697435,0.0,219.59134043697435,13618.560167237001,-13612.071356967188,0.0,13612.071356967188,-241.83883121515308,226.0801507067898,0.0,0.0,0.0,61.83883121515305,0.0,-61.83883121515305,783.4102254227794,0.033228744166666664,0.0,0.0,180.0,180.0,2021-01-02 08:00:00
33,0.0,0.0,0.0,0.0,0.0,-14436.443240465402,-414.2731295018862,-5.115907697472721e-13,414.2731295018862,14436.443240465402,-14602.809798766046,0.0,14602.809798766046,-259.4407832268079,247.9065712012418,0.0,0.0,0.0,79.44078322680792,0.0,-79.44078322680792,862.8510086495874,0.033507107499999994,0.0,0.0,180.0,180.0,2021-01-02 09:00:00
